"year","month","day","dep_time","dep_delay","arr_time","carrier","airline","arr_delay","tailnum","flight","origin","dest","air_time","distance","hour","minute","temp","wind","precip","visib"
2013,8,20,1512,17,1807,"UA","United Air Lines Inc.",19,"N569UA",532,"EWR","FLL",152,1065,15,12,76.64,5.8977475,0,9.75
2013,8,20,1554,-6,1705,"US","US Airways Inc.",-13,"N950UW",2154,"LGA","BOS",42,184,15,54,76.64,5.8977475,0,9.75
2013,8,20,1602,67,1751,"MQ","Envoy Air",66,"N620MQ",2815,"JFK","CLE",79,425,16,2,76.64,5.8977475,0,9.75
2013,8,20,1643,-7,1818,"DL","Delta Air Lines Inc.",-41,"N365NB",1473,"LGA","MEM",134,963,16,43,76.64,5.8977475,0,9.75
2013,8,20,1659,19,1753,"9E","Endeavor Air Inc.",-20,"N8604C",3793,"JFK","PHL",26,94,16,59,76.64,5.8977475,0,9.75
2013,8,20,1706,1,1824,"AA","American Airlines Inc.",-31,"N585AA",345,"LGA","ORD",104,733,17,6,76.64,5.8977475,0,9.75
2013,8,20,1714,14,1953,"WN","Southwest Airlines Co.",-2,"N7746C",3928,"EWR","HOU",199,1411,17,14,76.64,5.8977475,0,9.75
2013,8,20,1737,2,2016,"DL","Delta Air Lines Inc.",-52,"N718TW",1543,"JFK","SEA",320,2422,17,37,76.64,5.8977475,0,9.75
2013,8,20,1819,-11,2142,"B6","JetBlue Airways",2,"N652JB",305,"EWR","FLL",168,1065,18,19,76.64,5.8977475,0,9.75
2013,8,20,1838,8,2125,"UA","United Air Lines Inc.",-7,"N37287",1165,"EWR","LAX",303,2454,18,38,76.64,5.8977475,0,9.75
2013,8,20,1929,-7,2307,"B6","JetBlue Airways",34,"N651JB",1271,"LGA","FLL",158,1076,19,29,76.64,5.8977475,0,9.75
2013,8,20,2007,7,2215,"MQ","Envoy Air",35,"N720MQ",3591,"LGA","RDU",69,431,20,7,76.64,5.8977475,0,9.75
2013,8,20,2048,-7,2157,"EV","ExpressJet Airlines Inc.",-22,"N17159",4119,"EWR","RIC",50,277,20,48,76.64,5.8977475,0,9.75
2013,8,20,2105,35,2213,"9E","Endeavor Air Inc.",7,"N933XJ",3395,"JFK","DCA",40,213,21,5,76.64,5.8977475,0,9.75
2013,8,21,536,-9,808,"UA","United Air Lines Inc.",-8,"N479UA",390,"LGA","IAH",184,1416,5,36,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,555,-5,825,"AA","American Airlines Inc.",-5,"N3FPAA",707,"LGA","DFW",186,1389,5,55,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,555,-5,839,"DL","Delta Air Lines Inc.",13,"N911DL",461,"LGA","ATL",113,762,5,55,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,641,0,808,"UA","United Air Lines Inc.",1,"N16703",1444,"EWR","ORD",102,719,6,41,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,738,53,926,"US","US Airways Inc.",18,"N510UW",623,"JFK","PHX",260,2153,7,38,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,754,-9,949,"EV","ExpressJet Airlines Inc.",-27,"N21197",4407,"EWR","OMA",148,1134,7,54,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,755,-5,1002,"9E","Endeavor Air Inc.",-17,"N901XJ",3507,"JFK","MSY",163,1182,7,55,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,835,6,928,"9E","Endeavor Air Inc.",-19,"N8855A",3981,"JFK","MVY",35,173,8,35,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1000,-5,1201,"EV","ExpressJet Airlines Inc.",-12,"N13553",4495,"EWR","SAV",102,708,10,0,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1023,-7,1222,"DL","Delta Air Lines Inc.",-26,"N397DA",1529,"JFK","LAS",273,2248,10,23,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1027,-3,1320,"AA","American Airlines Inc.",-25,"N329AA",179,"JFK","SFO",322,2586,10,27,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1107,-8,1341,"UA","United Air Lines Inc.",-23,"N512UA",703,"JFK","LAX",313,2475,11,7,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1125,0,1242,"WN","Southwest Airlines Co.",-18,"N228WN",1517,"LGA","BNA",110,764,11,25,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1226,-4,1344,"9E","Endeavor Air Inc.",-17,"N604LR",3303,"JFK","BUF",52,301,12,26,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1230,0,1350,"B6","JetBlue Airways",-2,"N247JB",2502,"JFK","BUF",57,301,12,30,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1252,-8,1347,"US","US Airways Inc.",-22,"N947UW",2148,"LGA","BOS",34,184,12,52,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1320,-4,1444,"EV","ExpressJet Airlines Inc.",-14,"N11137",5812,"EWR","GSO",67,445,13,20,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1344,-2,1451,"B6","JetBlue Airways",-7,"N309JB",1338,"JFK","MVY",36,173,13,44,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1424,-1,1622,"UA","United Air Lines Inc.",-32,"N843UA",325,"EWR","LAS",276,2227,14,24,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1436,-4,1657,"B6","JetBlue Airways",10,"N329JB",575,"JFK","MSY",173,1182,14,36,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1503,7,1742,"UA","United Air Lines Inc.",-5,"N37422",1289,"EWR","MCO",135,937,15,3,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1532,2,1832,"AA","American Airlines Inc.",-23,"N354AA",85,"JFK","SFO",332,2586,15,32,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1629,-1,1746,"EV","ExpressJet Airlines Inc.",-14,"N14558",5870,"EWR","ROC",43,246,16,29,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1749,14,2053,"DL","Delta Air Lines Inc.",-15,"N727TW",1543,"JFK","SEA",325,2422,17,49,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1756,1,2046,"AA","American Airlines Inc.",-34,"N339AA",177,"JFK","SFO",327,2586,17,56,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1802,2,1939,"MQ","Envoy Air",-11,"N531MQ",3526,"LGA","CMH",72,479,18,2,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1823,-7,2122,"UA","United Air Lines Inc.",-33,"N560UA",389,"JFK","SFO",337,2586,18,23,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1835,0,2020,"MQ","Envoy Air",10,"N534MQ",3674,"LGA","CLE",70,419,18,35,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,1926,-4,2153,"DL","Delta Air Lines Inc.",-31,"N374DA",1485,"LGA","MCO",127,950,19,26,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,2113,-3,2238,"B6","JetBlue Airways",-11,"N354JB",702,"JFK","BUF",54,301,21,13,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,2124,-1,2331,"B6","JetBlue Airways",-8,"N309JB",775,"JFK","MSY",162,1182,21,24,80.645,5.65800166666667,0,9.83333333333333
2013,8,21,2147,-3,53,"B6","JetBlue Airways",8,"N746JB",1201,"JFK","FLL",147,1069,21,47,80.645,5.65800166666667,0,9.83333333333333
2013,8,22,27,152,308,"B6","JetBlue Airways",145,"N663JB",425,"JFK","TPA",125,1005,0,27,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,559,-1,711,"UA","United Air Lines Inc.",-9,"N17229",1686,"EWR","BOS",43,200,5,59,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,627,-3,818,"EV","ExpressJet Airlines Inc.",-19,"N14916",4087,"EWR","IND",91,645,6,27,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,651,-9,946,"DL","Delta Air Lines Inc.",-23,"N994DL",1879,"LGA","FLL",150,1076,6,51,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,751,-4,941,"DL","Delta Air Lines Inc.",-14,"N364NW",2119,"LGA","MSP",143,1020,7,51,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,821,-8,1053,"DL","Delta Air Lines Inc.",25,"N343NB",1157,"EWR","MSP",143,1008,8,21,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,822,-8,959,"MQ","Envoy Air",-16,"N723MQ",3272,"LGA","CLE",65,419,8,22,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,858,-2,1335,"AA","American Airlines Inc.",30,"N5FTAA",1357,"JFK","SJU",207,1598,8,58,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,1050,1,1353,"UA","United Air Lines Inc.",23,"N511UA",487,"EWR","LAX",302,2454,10,50,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,1150,-5,1436,"AA","American Airlines Inc.",-19,"N3FWAA",2147,"EWR","MIA",149,1085,11,50,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,1252,52,1351,"US","US Airways Inc.",42,"N961UW",2146,"LGA","BOS",40,184,12,52,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,1443,13,1738,"B6","JetBlue Airways",3,"N648JB",301,"JFK","FLL",148,1069,14,43,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,1622,41,1735,"UA","United Air Lines Inc.",20,"N77525",1638,"EWR","CLE",58,404,16,22,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,1710,26,1925,"UA","United Air Lines Inc.",-20,"N75436",1223,"EWR","LAX",293,2454,17,10,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,1843,11,2016,"EV","ExpressJet Airlines Inc.",28,"N11119",4224,"EWR","MKE",113,725,18,43,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,1923,8,2139,"DL","Delta Air Lines Inc.",-32,"N3761R",1629,"JFK","LAS",281,2248,19,23,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,1925,145,2040,"MQ","Envoy Air",115,"N942MQ",3216,"JFK","ORF",49,290,19,25,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,2006,106,2218,"9E","Endeavor Air Inc.",90,"N907XJ",3399,"JFK","DTW",77,509,20,6,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,2047,7,2153,"B6","JetBlue Airways",-1,"N184JB",2680,"EWR","BOS",46,200,20,47,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,2120,55,2356,"UA","United Air Lines Inc.",32,"N557UA",771,"JFK","LAX",298,2475,21,20,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,2148,49,23,"B6","JetBlue Airways",25,"N708JB",523,"JFK","LAX",303,2475,21,48,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,2150,165,2257,"WN","Southwest Airlines Co.",152,"N462WN",381,"LGA","MKE",109,738,21,50,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,NA,NA,NA,"EV","ExpressJet Airlines Inc.",NA,"N13553",4294,"EWR","SAV",NA,708,NA,NA,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,NA,NA,NA,"EV","ExpressJet Airlines Inc.",NA,"N13956",5675,"EWR","CMH",NA,463,NA,NA,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,NA,NA,NA,"US","US Airways Inc.",NA,"",2148,"LGA","BOS",NA,184,NA,NA,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,22,NA,NA,NA,"YV","Mesa Airlines Inc.",NA,"N510MJ",3771,"LGA","IAD",NA,229,NA,NA,76.2330434782609,6.66493416666667,0.17,9.125
2013,8,23,626,-4,1035,"EV","ExpressJet Airlines Inc.",NA,"N14125",4471,"EWR","CLT",NA,529,6,26,76.19,9.78163,0,9.40909090909091
2013,8,23,656,1,1049,"DL","Delta Air Lines Inc.",-12,"N6702",315,"JFK","SJU",198,1598,6,56,76.19,9.78163,0,9.40909090909091
2013,8,23,709,9,835,"WN","Southwest Airlines Co.",0,"N7726A",329,"EWR","STL",123,872,7,9,76.19,9.78163,0,9.40909090909091
2013,8,23,724,-6,803,"EV","ExpressJet Airlines Inc.",-27,"N34111",4577,"EWR","BDL",24,116,7,24,76.19,9.78163,0,9.40909090909091
2013,8,23,800,-1,1029,"UA","United Air Lines Inc.",-4,"N468UA",743,"EWR","LAS",291,2227,8,0,76.19,9.78163,0,9.40909090909091
2013,8,23,906,6,1304,"UA","United Air Lines Inc.",9,"N81449",1216,"EWR","SJU",207,1608,9,6,76.19,9.78163,0,9.40909090909091
2013,8,23,912,-3,1210,"DL","Delta Air Lines Inc.",-21,"N940DL",2379,"LGA","FLL",148,1076,9,12,76.19,9.78163,0,9.40909090909091
2013,8,23,912,42,1059,"EV","ExpressJet Airlines Inc.",45,"N15574",4537,"EWR","MEM",138,946,9,12,76.19,9.78163,0,9.40909090909091
2013,8,23,928,-5,1219,"B6","JetBlue Airways",-16,"N779JB",271,"LGA","FLL",142,1076,9,28,76.19,9.78163,0,9.40909090909091
2013,8,23,951,-9,1315,"DL","Delta Air Lines Inc.",-4,"N717TW",1765,"JFK","SFO",333,2586,9,51,76.19,9.78163,0,9.40909090909091
2013,8,23,1002,-4,1113,"EV","ExpressJet Airlines Inc.",-10,"N26549",4348,"EWR","IAD",52,212,10,2,76.19,9.78163,0,9.40909090909091
2013,8,23,1024,-6,1254,"AA","American Airlines Inc.",-31,"N332AA",19,"JFK","LAX",305,2475,10,24,76.19,9.78163,0,9.40909090909091
2013,8,23,1049,-6,1336,"B6","JetBlue Airways",-22,"N665JB",971,"LGA","FLL",145,1076,10,49,76.19,9.78163,0,9.40909090909091
2013,8,23,1102,2,1216,"UA","United Air Lines Inc.",-9,"N76254",1528,"EWR","ORD",112,719,11,2,76.19,9.78163,0,9.40909090909091
2013,8,23,1240,-5,1341,"AA","American Airlines Inc.",-14,"N5FPAA",1850,"JFK","BOS",35,187,12,40,76.19,9.78163,0,9.40909090909091
2013,8,23,1249,9,1359,"EV","ExpressJet Airlines Inc.",2,"N17169",6054,"EWR","IAD",48,212,12,49,76.19,9.78163,0,9.40909090909091
2013,8,23,1257,-3,1719,"UA","United Air Lines Inc.",27,"N38454",1708,"EWR","SJU",233,1608,12,57,76.19,9.78163,0,9.40909090909091
2013,8,23,1512,22,1624,"9E","Endeavor Air Inc.",-10,"N930XJ",3393,"JFK","DCA",43,213,15,12,76.19,9.78163,0,9.40909090909091
2013,8,23,1526,-4,1716,"UA","United Air Lines Inc.",1,"N437UA",244,"LGA","CLE",68,419,15,26,76.19,9.78163,0,9.40909090909091
2013,8,23,1539,13,1725,"EV","ExpressJet Airlines Inc.",-3,"N34111",4576,"EWR","GRR",88,605,15,39,76.19,9.78163,0,9.40909090909091
2013,8,23,1553,-2,1903,"DL","Delta Air Lines Inc.",-1,"N3741S",2407,"JFK","MCO",131,944,15,53,76.19,9.78163,0,9.40909090909091
2013,8,23,1617,-13,1842,"MQ","Envoy Air",-3,"N721MQ",3556,"LGA","DTW",95,502,16,17,76.19,9.78163,0,9.40909090909091
2013,8,23,1655,-4,1826,"EV","ExpressJet Airlines Inc.",-13,"N14204",4202,"EWR","STL",127,872,16,55,76.19,9.78163,0,9.40909090909091
2013,8,23,1704,-7,1812,"B6","JetBlue Airways",-39,"N368JB",1516,"JFK","SYR",43,209,17,4,76.19,9.78163,0,9.40909090909091
2013,8,23,1726,-4,2009,"UA","United Air Lines Inc.",-12,"N568UA",550,"EWR","SAN",305,2425,17,26,76.19,9.78163,0,9.40909090909091
2013,8,23,1832,-3,2100,"9E","Endeavor Air Inc.",-35,"N929XJ",3325,"JFK","DFW",179,1391,18,32,76.19,9.78163,0,9.40909090909091
2013,8,23,1838,19,2136,"B6","JetBlue Airways",18,"N594JB",153,"JFK","PBI",147,1028,18,38,76.19,9.78163,0,9.40909090909091
2013,8,23,1847,-5,2032,"EV","ExpressJet Airlines Inc.",17,"N16561",4131,"EWR","RIC",58,277,18,47,76.19,9.78163,0,9.40909090909091
2013,8,23,1851,-9,2020,"US","US Airways Inc.",-10,"N732US",2193,"LGA","DCA",44,214,18,51,76.19,9.78163,0,9.40909090909091
2013,8,23,1942,-17,2119,"EV","ExpressJet Airlines Inc.",-27,"N16112",4462,"LGA","CLE",65,419,19,42,76.19,9.78163,0,9.40909090909091
2013,8,23,1951,-4,2153,"MQ","Envoy Air",8,"N847MQ",3374,"JFK","RDU",74,427,19,51,76.19,9.78163,0,9.40909090909091
2013,8,23,2001,12,2250,"UA","United Air Lines Inc.",-16,"N78438",1143,"EWR","PDX",313,2434,20,1,76.19,9.78163,0,9.40909090909091
2013,8,23,2049,-10,2236,"EV","ExpressJet Airlines Inc.",-31,"N612QX",5254,"LGA","DSM",135,1031,20,49,76.19,9.78163,0,9.40909090909091
2013,8,23,2051,-9,2151,"US","US Airways Inc.",-19,"N963UW",2164,"LGA","BOS",34,184,20,51,76.19,9.78163,0,9.40909090909091
2013,8,23,2127,7,3,"EV","ExpressJet Airlines Inc.",9,"N14907",4139,"EWR","JAX",119,820,21,27,76.19,9.78163,0,9.40909090909091
2013,8,23,2138,-7,2354,"B6","JetBlue Airways",-24,"N618JB",611,"JFK","LAS",280,2248,21,38,76.19,9.78163,0,9.40909090909091
2013,8,23,2218,19,2318,"UA","United Air Lines Inc.",-6,"N75425",1116,"EWR","BOS",38,200,22,18,76.19,9.78163,0,9.40909090909091
2013,8,23,2249,-6,19,"B6","JetBlue Airways",0,"N192JB",2002,"JFK","BUF",59,301,22,49,76.19,9.78163,0,9.40909090909091
2013,8,23,2328,89,16,"EV","ExpressJet Airlines Inc.",57,"N12540",4625,"EWR","BWI",32,169,23,28,76.19,9.78163,0,9.40909090909091
2013,8,24,555,-5,813,"DL","Delta Air Lines Inc.",-12,"N910DL",461,"LGA","ATL",110,762,5,55,71.345,10.4049691666667,0,10
2013,8,24,556,-4,909,"UA","United Air Lines Inc.",-1,"N525UA",303,"JFK","SFO",344,2586,5,56,71.345,10.4049691666667,0,10
2013,8,24,612,-2,802,"US","US Airways Inc.",-7,"N539UW",2063,"JFK","CLT",82,541,6,12,71.345,10.4049691666667,0,10
2013,8,24,631,31,756,"EV","ExpressJet Airlines Inc.",7,"N582CA",5068,"EWR","DTW",70,488,6,31,71.345,10.4049691666667,0,10
2013,8,24,724,-5,806,"EV","ExpressJet Airlines Inc.",-23,"N15574",4276,"EWR","BDL",24,116,7,24,71.345,10.4049691666667,0,10
2013,8,24,748,-7,1035,"AA","American Airlines Inc.",-40,"N323AA",59,"JFK","SFO",326,2586,7,48,71.345,10.4049691666667,0,10
2013,8,24,751,-4,935,"DL","Delta Air Lines Inc.",-17,"N369NB",2119,"LGA","MSP",147,1020,7,51,71.345,10.4049691666667,0,10
2013,8,24,838,-2,1050,"MQ","Envoy Air",-10,"N531MQ",3419,"LGA","ATL",106,762,8,38,71.345,10.4049691666667,0,10
2013,8,24,1058,-2,1207,"MQ","Envoy Air",-3,"N521MQ",3230,"JFK","DCA",47,213,10,58,71.345,10.4049691666667,0,10
2013,8,24,1100,3,1254,"UA","United Air Lines Inc.",-16,"N35260",1281,"LGA","DEN",208,1620,11,0,71.345,10.4049691666667,0,10
2013,8,24,1150,-10,1329,"MQ","Envoy Air",-16,"N725MQ",3404,"LGA","RDU",69,431,11,50,71.345,10.4049691666667,0,10
2013,8,24,1244,5,1538,"B6","JetBlue Airways",4,"N632JB",41,"JFK","FLL",141,1069,12,44,71.345,10.4049691666667,0,10
2013,8,24,1244,-6,1530,"DL","Delta Air Lines Inc.",-17,"N3765",1375,"JFK","SLC",254,1990,12,44,71.345,10.4049691666667,0,10
2013,8,24,1318,-2,1602,"UA","United Air Lines Inc.",-14,"N419UA",423,"EWR","FLL",143,1065,13,18,71.345,10.4049691666667,0,10
2013,8,24,1434,-1,1719,"DL","Delta Air Lines Inc.",-36,"N172DN",161,"JFK","SEA",313,2422,14,34,71.345,10.4049691666667,0,10
2013,8,24,1451,-9,1558,"US","US Airways Inc.",-14,"N951UW",2152,"LGA","BOS",40,184,14,51,71.345,10.4049691666667,0,10
2013,8,24,1502,-3,1700,"MQ","Envoy Air",-15,"N723MQ",3402,"LGA","TVC",96,655,15,2,71.345,10.4049691666667,0,10
2013,8,24,1535,0,1825,"UA","United Air Lines Inc.",-28,"N557UA",257,"JFK","SFO",325,2586,15,35,71.345,10.4049691666667,0,10
2013,8,24,1615,-5,1844,"DL","Delta Air Lines Inc.",-48,"N3755D",706,"JFK","AUS",186,1521,16,15,71.345,10.4049691666667,0,10
2013,8,24,1634,-6,1826,"MQ","Envoy Air",-29,"N725MQ",3556,"LGA","DTW",80,502,16,34,71.345,10.4049691666667,0,10
2013,8,24,1651,-4,1835,"US","US Airways Inc.",-25,"N658AW",681,"EWR","PHX",263,2133,16,51,71.345,10.4049691666667,0,10
2013,8,24,1752,-3,2029,"UA","United Air Lines Inc.",-64,"N39463",1141,"EWR","SFO",313,2565,17,52,71.345,10.4049691666667,0,10
2013,8,24,2000,0,2229,"UA","United Air Lines Inc.",-35,"N17730",1027,"EWR","TPA",130,997,20,0,71.345,10.4049691666667,0,10
2013,8,24,2050,-10,2311,"B6","JetBlue Airways",-25,"N587JB",499,"LGA","MCO",123,950,20,50,71.345,10.4049691666667,0,10
2013,8,25,731,-4,942,"AA","American Airlines Inc.",-23,"N3AFAA",1949,"JFK","LAS",282,2248,7,31,72.365,5.8977475,0,10
2013,8,25,752,-3,923,"DL","Delta Air Lines Inc.",-32,"N359NW",2119,"LGA","MSP",136,1020,7,52,72.365,5.8977475,0,10
2013,8,25,818,-7,1036,"DL","Delta Air Lines Inc.",-28,"N3750D",857,"JFK","SAN",298,2446,8,18,72.365,5.8977475,0,10
2013,8,25,837,-6,1055,"UA","United Air Lines Inc.",-40,"N495UA",545,"LGA","IAH",177,1416,8,37,72.365,5.8977475,0,10
2013,8,25,908,4,1300,"UA","United Air Lines Inc.",2,"N37471",1216,"EWR","SJU",203,1608,9,8,72.365,5.8977475,0,10
2013,8,25,1016,-9,1201,"US","US Airways Inc.",-21,"N659AW",604,"EWR","PHX",267,2133,10,16,72.365,5.8977475,0,10
2013,8,25,1239,-6,1330,"AA","American Airlines Inc.",-25,"N3ADAA",1850,"JFK","BOS",34,187,12,39,72.365,5.8977475,0,10
2013,8,25,1316,81,1600,"UA","United Air Lines Inc.",65,"N572UA",996,"EWR","SFO",319,2565,13,16,72.365,5.8977475,0,10
2013,8,25,1510,-4,1616,"UA","United Air Lines Inc.",-32,"N428UA",253,"EWR","ORD",100,719,15,10,72.365,5.8977475,0,10
2013,8,25,1804,4,1924,"US","US Airways Inc.",7,"N769US",2191,"LGA","DCA",42,214,18,4,72.365,5.8977475,0,10
2013,8,25,1831,6,2148,"UA","United Air Lines Inc.",0,"N75853",1180,"EWR","SFO",349,2565,18,31,72.365,5.8977475,0,10
2013,8,25,2016,44,2240,"B6","JetBlue Airways",12,"N565JB",225,"JFK","TPA",123,1005,20,16,72.365,5.8977475,0,10
2013,8,25,2049,19,2216,"EV","ExpressJet Airlines Inc.",5,"N753EV",5048,"LGA","RIC",52,292,20,49,72.365,5.8977475,0,10
2013,8,25,2127,-8,2224,"EV","ExpressJet Airlines Inc.",-30,"N12967",4186,"EWR","DCA",35,199,21,27,72.365,5.8977475,0,10
2013,8,25,2206,41,2316,"B6","JetBlue Airways",30,"N508JB",618,"JFK","BOS",37,187,22,6,72.365,5.8977475,0,10
2013,8,25,2234,154,2329,"UA","United Air Lines Inc.",112,"N802UA",695,"LGA","ORD",101,733,22,34,72.365,5.8977475,0,10
2013,8,25,2239,-6,2342,"B6","JetBlue Airways",-19,"N355JB",234,"JFK","BTV",50,266,22,39,72.365,5.8977475,0,10
2013,8,26,539,-6,910,"B6","JetBlue Airways",-11,"N588JB",939,"JFK","BQN",196,1576,5,39,74.42,12.2749866666667,0,10
2013,8,26,631,1,817,"US","US Airways Inc.",-21,"N165US",2085,"LGA","CLT",85,544,6,31,74.42,12.2749866666667,0,10
2013,8,26,638,-7,818,"US","US Airways Inc.",-50,"N549UW",623,"JFK","PHX",262,2153,6,38,74.42,12.2749866666667,0,10
2013,8,26,650,-10,944,"UA","United Air Lines Inc.",-30,"N555UA",347,"JFK","SFO",324,2586,6,50,74.42,12.2749866666667,0,10
2013,8,26,657,-3,940,"DL","Delta Air Lines Inc.",-24,"N196DN",763,"JFK","LAX",296,2475,6,57,74.42,12.2749866666667,0,10
2013,8,26,755,-5,1010,"B6","JetBlue Airways",-11,"N373JB",677,"JFK","JAX",104,828,7,55,74.42,12.2749866666667,0,10
2013,8,26,800,0,1035,"DL","Delta Air Lines Inc.",-26,"N3739P",2190,"JFK","MIA",130,1089,8,0,74.42,12.2749866666667,0,10
2013,8,26,811,-4,1035,"B6","JetBlue Airways",-22,"N236JB",281,"JFK","HOU",183,1428,8,11,74.42,12.2749866666667,0,10
2013,8,26,818,-7,1100,"UA","United Air Lines Inc.",-39,"N557UA",397,"JFK","SFO",317,2586,8,18,74.42,12.2749866666667,0,10
2013,8,26,822,-8,1109,"UA","United Air Lines Inc.",-13,"N512UA",443,"JFK","LAX",295,2475,8,22,74.42,12.2749866666667,0,10
2013,8,26,854,-6,1012,"UA","United Air Lines Inc.",-14,"N453UA",548,"EWR","ORD",106,719,8,54,74.42,12.2749866666667,0,10
2013,8,26,855,-5,1137,"DL","Delta Air Lines Inc.",-20,"N948DL",1885,"LGA","MCO",125,950,8,55,74.42,12.2749866666667,0,10
2013,8,26,936,-4,1104,"9E","Endeavor Air Inc.",13,"N8416B",3608,"JFK","PHL",45,94,9,36,74.42,12.2749866666667,0,10
2013,8,26,936,3,1216,"B6","JetBlue Airways",-19,"N630JB",271,"LGA","FLL",131,1076,9,36,74.42,12.2749866666667,0,10
2013,8,26,1023,-6,1246,"UA","United Air Lines Inc.",-33,"N24715",1143,"EWR","PBI",127,1023,10,23,74.42,12.2749866666667,0,10
2013,8,26,1053,24,1308,"B6","JetBlue Airways",-2,"N580JB",53,"JFK","PBI",121,1028,10,53,74.42,12.2749866666667,0,10
2013,8,26,1106,-9,1224,"AA","American Airlines Inc.",-31,"N4YJAA",327,"LGA","ORD",102,733,11,6,74.42,12.2749866666667,0,10
2013,8,26,1217,12,1401,"WN","Southwest Airlines Co.",-9,"N280WN",1787,"EWR","DEN",204,1605,12,17,74.42,12.2749866666667,0,10
2013,8,26,1340,-6,1435,"B6","JetBlue Airways",-23,"N373JB",1338,"JFK","MVY",36,173,13,40,74.42,12.2749866666667,0,10
2013,8,26,1434,24,1655,"UA","United Air Lines Inc.",-6,"N27239",1199,"EWR","LAX",296,2454,14,34,74.42,12.2749866666667,0,10
2013,8,26,1539,-6,1656,"MQ","Envoy Air",-14,"N508MQ",3694,"EWR","ORD",104,719,15,39,74.42,12.2749866666667,0,10
2013,8,26,1704,29,1817,"WN","Southwest Airlines Co.",17,"N743SW",4209,"LGA","MDW",104,725,17,4,74.42,12.2749866666667,0,10
2013,8,26,1723,-2,1922,"DL","Delta Air Lines Inc.",-13,"N929DL",2331,"LGA","DTW",87,502,17,23,74.42,12.2749866666667,0,10
2013,8,26,1726,2,1950,"UA","United Air Lines Inc.",-25,"N17139",1109,"EWR","MCO",126,937,17,26,74.42,12.2749866666667,0,10
2013,8,26,1828,28,2002,"WN","Southwest Airlines Co.",42,"N448WN",441,"EWR","MDW",104,711,18,28,74.42,12.2749866666667,0,10
2013,8,26,1830,5,2003,"MQ","Envoy Air",-2,"N1EAMQ",3134,"EWR","ORD",105,719,18,30,74.42,12.2749866666667,0,10
2013,8,26,1902,32,2105,"DL","Delta Air Lines Inc.",27,"N345NB",2131,"LGA","DTW",87,502,19,2,74.42,12.2749866666667,0,10
